cntr_01,dist_x,pang_x,ra_01,dec_01,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
1,5.329199,-26.150808,2.47917000000E+00,2.59175000000E+01,2.4784446,25.9188288,0.0908,0.0944,-0.0537,12.361,0.037,29.7,7.1770E+01,12.210,0.040,27.1,1.9390E+01,1,0,0000,AA,0,58302.54130028,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,5.747212,-23.012513,2.47917000000E+00,2.59175000000E+01,2.4784761,25.9189694,0.0660,0.0657,0.0108,12.231,0.027,40.1,5.5010E+01,12.300,0.058,18.6,9.3810E+00,1,0,0000,AA,0,58302.99946139,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,5.832126,-18.277628,2.47917000000E+00,2.59175000000E+01,2.4786051,25.9190383,0.0613,0.0543,-0.0219,12.013,0.023,48.2,2.7430E+01,12.097,0.047,23.1,4.3630E+00,1,0,0000,AA,5,57574.78994728,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,5.861980,-16.322132,2.47917000000E+00,2.59175000000E+01,2.4786612,25.9190627,0.0637,0.0551,-0.0265,12.118,0.023,46.8,2.9720E+01,12.132,0.039,27.5,3.8730E+00,1,0,0000,AA,5,58103.36409127,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,5.863692,-15.652431,2.47917000000E+00,2.59175000000E+01,2.4786814,25.9190684,0.0577,0.0533,-0.0208,12.069,0.022,49.3,2.7640E+01,12.127,0.043,25.1,3.2140E+00,1,0,0000,AA,10,57383.98856109,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,5.880505,-16.891406,2.47917000000E+00,2.59175000000E+01,2.4786423,25.9190630,0.0624,0.0649,-0.0164,12.014,0.026,42.5,3.0780E+01,12.127,0.045,23.9,6.6640E+00,1,0,0000,AA,10,58103.69135000,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,5.889718,-20.159800,2.47917000000E+00,2.59175000000E+01,2.4785431,25.9190358,0.0559,0.0532,-0.0147,12.039,0.021,50.7,3.6540E+01,12.096,0.040,26.9,7.8520E+00,1,0,0000,AA,5,58305.68272243,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,5.891806,-18.972731,2.47917000000E+00,2.59175000000E+01,2.4785784,25.9190477,0.0540,0.0560,-0.0081,12.009,0.026,41.0,2.7680E+01,12.079,0.037,29.5,6.7800E+00,1,0,0000,AA,5,57207.18314148,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,5.904389,-17.383186,2.47917000000E+00,2.59175000000E+01,2.4786252,25.9190652,0.0515,0.0533,-0.0191,12.056,0.023,46.3,3.0280E+01,12.092,0.038,28.4,4.5510E+00,1,0,0000,AA,10,57743.18613866,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,5.936594,-19.022395,2.47917000000E+00,2.59175000000E+01,2.4785724,25.9190590,0.0613,0.0581,-0.0146,12.079,0.022,48.7,3.5330E+01,12.038,0.055,19.7,4.0030E+00,1,0,0000,AA,5,58303.13023730,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,5.960618,-17.739399,2.47917000000E+00,2.59175000000E+01,2.4786091,25.9190770,0.0702,0.0670,-0.0223,12.030,0.027,40.2,2.0510E+01,12.063,0.043,25.2,3.8480E+00,1,0,0000,AA,5,58303.06478566,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,5.964730,-18.286007,2.47917000000E+00,2.59175000000E+01,2.4785920,25.9190732,0.0654,0.0585,-0.0167,12.120,0.023,46.3,2.5300E+01,12.132,0.052,21.0,3.6800E+00,1,0,0000,AA,5,58469.51106034,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,5.965455,-18.828256,2.47917000000E+00,2.59175000000E+01,2.4785754,25.9190684,0.0605,0.0568,-0.0168,12.040,0.025,43.0,2.1650E+01,12.140,0.047,22.9,6.0210E+00,1,0,0000,AA,10,58303.52294681,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,5.976348,-21.051211,2.47917000000E+00,2.59175000000E+01,2.4785070,25.9190493,0.0583,0.0483,-0.0158,11.945,0.020,53.2,4.3350E+01,11.995,0.038,28.7,1.0330E+01,1,0,0000,AA,10,58305.87907716,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,5.997540,-22.676049,2.47917000000E+00,2.59175000000E+01,2.4784559,25.9190372,0.0688,0.0618,-0.0309,12.004,0.027,40.9,3.8600E+01,11.981,0.043,25.0,1.0320E+01,1,0,0000,AA,10,57939.19928671,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.001555,-16.225048,2.47917000000E+00,2.59175000000E+01,2.4786521,25.9191007,0.0565,0.0545,-0.0162,12.032,0.023,46.4,2.1580E+01,12.107,0.045,24.3,6.7120E+00,1,0,0000,AA,10,58670.24987007,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.005487,-16.008346,2.47917000000E+00,2.59175000000E+01,2.4786585,25.9191035,0.0674,0.0677,-0.0294,12.050,0.027,40.5,1.4550E+01,12.073,0.042,25.7,2.6530E+00,1,0,0000,AA,10,58464.08047213,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.007895,-19.677687,2.47917000000E+00,2.59175000000E+01,2.4785452,25.9190714,0.0614,0.0549,-0.0138,12.049,0.022,50.0,2.1080E+01,12.048,0.045,24.0,4.8660E+00,1,0,0000,AA,10,58670.18441846,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.014977,-21.412360,2.47917000000E+00,2.59175000000E+01,2.4784918,25.9190555,0.0635,0.0556,-0.0159,11.951,0.023,47.3,3.1250E+01,12.085,0.051,21.1,5.1940E+00,1,0,0000,AA,10,58670.11896691,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.015094,-23.831173,2.47917000000E+00,2.59175000000E+01,2.4784194,25.9190284,0.0569,0.0562,-0.0211,11.858,0.025,43.1,2.4910E+01,12.067,0.038,28.3,7.0960E+00,1,0,0000,AA,10,56657.15861990,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.019537,-17.143561,2.47917000000E+00,2.59175000000E+01,2.4786220,25.9190978,0.0540,0.0517,-0.0198,12.018,0.023,46.8,2.9130E+01,12.092,0.040,26.9,5.7230E+00,1,0,0000,AA,10,58103.82238083,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.023510,-17.978258,2.47917000000E+00,2.59175000000E+01,2.4785958,25.9190915,0.0549,0.0530,-0.0116,11.987,0.024,44.8,4.9870E+01,12.032,0.039,27.9,9.5130E+00,1,0,0000,AA,10,57207.44558507,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.032371,-20.268467,2.47917000000E+00,2.59175000000E+01,2.4785246,25.9190719,0.0605,0.0557,-0.0123,11.918,0.024,45.3,3.1860E+01,12.071,0.037,29.1,4.7860E+00,1,0,0000,AA,10,57383.39847491,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.032895,-20.043882,2.47917000000E+00,2.59175000000E+01,2.4785314,25.9190743,0.0559,0.0566,-0.0058,11.991,0.024,44.9,6.0700E+01,12.078,0.039,27.5,8.5080E+00,1,0,0000,AA,10,57938.80657635,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.033280,-17.322201,2.47917000000E+00,2.59175000000E+01,2.4786152,25.9190999,0.0560,0.0566,-0.0126,12.086,0.024,45.1,2.5150E+01,12.105,0.042,26.1,4.5640E+00,1,0,0000,AA,10,58464.47318244,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.037073,-19.862694,2.47917000000E+00,2.59175000000E+01,2.4785365,25.9190772,0.0552,0.0467,-0.0146,11.959,0.020,54.8,2.5530E+01,12.038,0.037,29.2,7.8550E+00,1,0,0000,AA,10,57384.25087812,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.040432,-15.173684,2.47917000000E+00,2.59175000000E+01,2.4786817,25.9191194,0.0613,0.0575,-0.0034,12.113,0.025,43.6,4.2900E+01,12.129,0.048,22.5,7.4640E+00,1,0,0000,AA,5,58669.85741517,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.045149,-16.203894,2.47917000000E+00,2.59175000000E+01,2.4786490,25.9191125,0.0531,0.0481,-0.0151,12.023,0.022,50.4,2.2370E+01,11.968,0.037,29.3,5.6330E+00,1,0,0000,AA,10,57383.79195059,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.046246,-18.198803,2.47917000000E+00,2.59175000000E+01,2.4785868,25.9190955,0.0563,0.0522,-0.0092,12.051,0.024,45.1,2.0560E+01,12.115,0.045,24.2,9.3520E+00,1,0,0000,AA,10,56845.53783720,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.050868,-19.054718,2.47917000000E+00,2.59175000000E+01,2.4785599,25.9190887,0.0554,0.0503,-0.0144,11.991,0.021,51.5,4.1860E+01,12.054,0.036,30.0,6.4940E+00,1,0,0000,AA,5,58464.21137554,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.058418,-18.057867,2.47917000000E+00,2.59175000000E+01,2.4785900,25.9191000,0.0536,0.0579,0.0079,12.034,0.024,46.0,4.2090E+01,12.023,0.035,31.2,1.1770E+01,1,0,0000,AA,10,57207.44545775,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.060759,-19.456858,2.47917000000E+00,2.59175000000E+01,2.4785465,25.9190874,0.0616,0.0559,-0.0157,11.910,0.024,45.0,3.5570E+01,12.027,0.035,30.7,7.8770E+00,1,0,0000,AA,10,57383.26731635,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.061992,-18.762879,2.47917000000E+00,2.59175000000E+01,2.4785678,25.9190944,0.0516,0.0459,-0.0126,11.956,0.021,52.8,4.1840E+01,12.101,0.043,25.4,4.4870E+00,1,0,0000,AA,10,57024.17868731,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.064764,-19.080575,2.47917000000E+00,2.59175000000E+01,2.4785577,25.9190921,0.0601,0.0510,-0.0099,11.936,0.026,42.4,3.2750E+01,12.036,0.035,30.6,8.5460E+00,1,0,0000,AA,10,57383.26744367,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.065741,-18.750847,2.47917000000E+00,2.59175000000E+01,2.4785678,25.9190955,0.0586,0.0532,-0.0196,11.992,0.023,47.4,3.3450E+01,12.122,0.048,22.8,1.1070E+01,1,0,0000,AA,10,58305.81362558,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.066486,-20.169071,2.47917000000E+00,2.59175000000E+01,2.4785240,25.9190818,0.0585,0.0562,-0.0118,11.979,0.024,44.6,4.1110E+01,11.994,0.038,28.8,1.0610E+01,1,0,0000,AA,10,57742.46553189,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.069522,-17.696142,2.47917000000E+00,2.59175000000E+01,2.4786002,25.9191062,0.0588,0.0611,0.0133,11.949,0.028,38.8,3.2940E+01,12.115,0.041,26.6,9.9710E+00,1,0,0000,AA,10,57574.46230669,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.071412,-18.300877,2.47917000000E+00,2.59175000000E+01,2.4785812,25.9191012,0.0634,0.0585,0.0050,11.989,0.026,41.5,3.1740E+01,12.026,0.037,29.4,4.6080E+00,1,0,0000,AA,10,57383.85740253,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.071975,-19.348219,2.47917000000E+00,2.59175000000E+01,2.4785487,25.9190914,0.0591,0.0517,-0.0174,11.994,0.021,51.0,2.5270E+01,11.955,0.056,19.4,6.6760E+00,1,0,0000,AA,10,57742.72759390,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.071987,-17.477187,2.47917000000E+00,2.59175000000E+01,2.4786068,25.9191088,0.0656,0.0652,-0.0064,12.108,0.028,39.2,2.8250E+01,12.174,0.044,24.8,7.9060E+00,1,0,0000,AA,10,58306.27165936,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.076809,-21.541231,2.47917000000E+00,2.59175000000E+01,2.4784809,25.9190701,0.0616,0.0512,-0.0158,11.973,0.022,49.9,4.9290E+01,12.127,0.045,24.2,4.9400E+00,1,0,0000,AA,10,58670.05364262,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.076834,-19.222170,2.47917000000E+00,2.59175000000E+01,2.4785521,25.9190939,0.0575,0.0551,-0.0163,11.991,0.024,46.2,3.4130E+01,12.062,0.053,20.3,9.3180E+00,1,0,0000,AA,10,57383.85752990,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.079647,-17.435269,2.47917000000E+00,2.59175000000E+01,2.4786074,25.9191112,0.0594,0.0531,-0.0244,12.003,0.023,47.6,2.4540E+01,12.044,0.042,25.9,7.1690E+00,1,0,0000,AA,10,57742.92407664,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.079769,-18.548192,2.47917000000E+00,2.59175000000E+01,2.4785727,25.9191011,0.0615,0.0539,-0.0186,12.034,0.022,49.0,2.0710E+01,12.058,0.065,16.7,6.4060E+00,1,0,0000,AA,10,58306.14088354,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.082750,-19.574567,2.47917000000E+00,2.59175000000E+01,2.4785406,25.9190920,0.0614,0.0536,-0.0203,11.990,0.022,48.3,2.3960E+01,12.018,0.050,21.8,5.3810E+00,1,0,0000,AA,10,58306.40256250,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.089814,-17.692785,2.47917000000E+00,2.59175000000E+01,2.4785984,25.9191116,0.0592,0.0567,-0.0243,12.035,0.023,47.4,2.1840E+01,12.182,0.053,20.7,2.5970E+00,1,0,0000,AA,10,58103.49499475,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.091257,-17.989203,2.47917000000E+00,2.59175000000E+01,2.4785890,25.9191093,0.0631,0.0588,-0.0114,12.098,0.024,46.2,3.2830E+01,12.173,0.072,15.1,7.8970E+00,1,0,0000,AA,5,58303.39204367,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.094657,-18.539758,2.47917000000E+00,2.59175000000E+01,2.4785715,25.9191051,0.0580,0.0530,-0.0183,12.036,0.022,49.6,2.4820E+01,12.096,0.040,26.9,1.1140E+01,1,0,0000,AA,10,56845.99829014,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.097884,-19.811552,2.47917000000E+00,2.59175000000E+01,2.4785317,25.9190936,0.0613,0.0606,-0.0298,11.989,0.025,43.0,2.5910E+01,11.980,0.047,23.3,5.4300E+00,1,0,0000,AA,10,57383.52963347,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.098268,-20.049713,2.47917000000E+00,2.59175000000E+01,2.4785243,25.9190913,0.0582,0.0565,-0.0222,11.965,0.025,44.1,4.4890E+01,12.127,0.043,25.4,7.9600E+00,1,0,0000,AA,10,58103.69147736,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.099151,-20.082303,2.47917000000E+00,2.59175000000E+01,2.4785232,25.9190912,0.0524,0.0563,-0.0186,11.901,0.024,45.8,4.7860E+01,12.033,0.038,28.6,6.9920E+00,1,0,0000,AA,10,58302.99933407,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.100498,-17.861948,2.47917000000E+00,2.59175000000E+01,2.4785921,25.9191129,0.0572,0.0580,-0.0176,12.040,0.024,45.3,3.6370E+01,12.097,0.050,21.9,1.0790E+01,1,0,0000,AA,10,58302.93400984,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.100985,-16.323871,2.47917000000E+00,2.59175000000E+01,2.4786404,25.9191264,0.0597,0.0575,-0.0203,12.053,0.029,37.7,1.5630E+01,12.072,0.036,30.3,4.4580E+00,1,0,0000,AA,10,58463.94969602,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.104822,-19.852700,2.47917000000E+00,2.59175000000E+01,2.4785297,25.9190950,0.0542,0.0460,-0.0153,11.952,0.019,56.1,2.5100E+01,12.046,0.035,30.8,5.5010E+00,1,0,0000,AA,10,57025.03287232,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.112842,-18.697136,2.47917000000E+00,2.59175000000E+01,2.4785648,25.9191084,0.0572,0.0507,-0.0206,12.013,0.023,46.3,5.8900E+01,12.147,0.038,28.3,1.3750E+01,1,0,0000,AA,10,57024.63863300,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.115207,-20.852896,2.47917000000E+00,2.59175000000E+01,2.4784977,25.9190874,0.0578,0.0516,-0.0118,12.013,0.024,44.7,1.3920E+01,12.005,0.037,29.0,8.5240E+00,1,0,0000,AA,10,56845.93258389,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.121881,-16.260287,2.47917000000E+00,2.59175000000E+01,2.4786406,25.9191325,0.0535,0.0497,-0.0175,12.031,0.022,49.7,2.2630E+01,12.144,0.045,24.0,2.5770E+00,1,0,0000,AA,10,57024.50721999,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.123305,-18.245599,2.47917000000E+00,2.59175000000E+01,2.4785779,25.9191154,0.0532,0.0556,-0.0117,12.004,0.025,43.3,3.3510E+01,12.121,0.042,25.9,9.9640E+00,1,0,0000,AA,10,57575.18303902,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.124076,-18.859925,2.47917000000E+00,2.59175000000E+01,2.4785586,25.9191098,0.0611,0.0541,-0.0237,12.058,0.024,46.2,2.0260E+01,12.043,0.036,30.3,5.0880E+00,1,0,0000,AA,10,58464.47305508,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.124816,-18.796756,2.47917000000E+00,2.59175000000E+01,2.4785605,25.9191106,0.0625,0.0553,-0.0126,12.043,0.023,48.1,2.7030E+01,12.132,0.045,24.0,1.2300E+01,1,0,0000,AA,10,58669.98819102,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.126912,-17.849154,2.47917000000E+00,2.59175000000E+01,2.4785900,25.9191200,0.0652,0.0649,-0.0068,12.081,0.031,34.6,3.9070E+01,12.060,0.035,31.0,8.0210E+00,1,0,0000,AA,10,58464.53850677,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.130180,-16.875420,2.47917000000E+00,2.59175000000E+01,2.4786204,25.9191295,0.0536,0.0559,-0.0176,12.051,0.024,45.8,3.0020E+01,12.155,0.044,24.7,4.6310E+00,1,0,0000,AA,10,58670.31532162,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.130740,-22.844731,2.47917000000E+00,2.59175000000E+01,2.4784349,25.9190694,0.0551,0.0514,-0.0204,12.014,0.022,50.4,4.5000E+01,12.012,0.040,27.0,8.8590E+00,1,0,0000,AA,10,56845.40617008,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.134138,-22.824797,2.47917000000E+00,2.59175000000E+01,2.4784351,25.9190705,0.0593,0.0650,-0.0064,12.088,0.027,40.7,2.9550E+01,12.052,0.036,30.0,1.2850E+01,1,0,0000,AA,10,57574.33127611,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.139907,-18.232702,2.47917000000E+00,2.59175000000E+01,2.4785767,25.9191199,0.0543,0.0532,-0.0162,12.011,0.021,51.5,2.9280E+01,12.037,0.050,21.8,8.3060E+00,1,0,0000,AA,10,56657.75163373,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.140725,-18.532622,2.47917000000E+00,2.59175000000E+01,2.4785672,25.9191173,0.0571,0.0506,-0.0127,11.977,0.021,51.8,3.5970E+01,12.086,0.039,27.5,4.8980E+00,1,0,0000,AA,10,57743.31704222,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.141373,-20.795475,2.47917000000E+00,2.59175000000E+01,2.4784966,25.9190948,0.0585,0.0508,-0.0145,12.020,0.021,51.3,2.4760E+01,11.971,0.038,28.3,8.9430E+00,1,0,0000,AA,10,57938.67554575,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.143619,-13.912030,2.47917000000E+00,2.59175000000E+01,2.4787138,25.9191565,0.0802,0.0954,0.0319,12.274,0.038,28.8,7.7630E+00,12.115,0.048,22.8,1.9520E+00,2,0,0000,AA,10,57939.06838347,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.144194,-19.572710,2.47917000000E+00,2.59175000000E+01,2.4785343,25.9191081,0.0585,0.0497,-0.0213,12.008,0.022,50.0,2.6590E+01,12.013,0.036,30.3,7.4270E+00,1,0,0000,AA,10,57574.06921497,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.145718,-20.741354,2.47917000000E+00,2.59175000000E+01,2.4784978,25.9190965,0.0562,0.0512,0.0132,12.060,0.022,49.9,4.4610E+01,12.019,0.036,30.5,1.1930E+01,1,0,0000,AA,5,56845.73521052,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
1,6.147848,-21.500498,2.47917000000E+00,2.59175000000E+01,2.4784741,25.9190889,0.0546,0.0463,-0.0142,11.947,0.020,54.8,3.7140E+01,12.005,0.038,28.2,7.3000E+00,1,0,0000,AA,10,57024.70433955,16125701351043217,11.964,0.023,12.009,0.023,9.312,0.038,6.022,0.050,1286830867,12.842,0.0199,12.538,0.0222,12.444,0.0209
