cntr_01,dist_x,pang_x,ra_01,dec_01,ra,dec,sigra,sigdec,sigradec,w1mpro,w1sigmpro,w1snr,w1rchi2,w2mpro,w2sigmpro,w2snr,w2rchi2,nb,na,cc_flags,ph_qual,qual_frame,mjd,allwise_cntr,w1mpro_allwise,w1sigmpro_allwise,w2mpro_allwise,w2sigmpro_allwise,w3mpro_allwise,w3sigmpro_allwise,w4mpro_allwise,w4sigmpro_allwise,tmass_key,j_m_2mass,j_msig_2mass,h_m_2mass,h_msig_2mass,k_m_2mass,k_msig_2mass
4,8.000492,46.524191,1.06958300000E+01,-2.35508300000E+01,10.6975892,-23.5493009,0.8967,0.8516,-0.3464,16.197,0.300,3.6,5.6220E-01,14.457,null,1.5,5.8600E-01,1,0,0000,BU,10,57730.79779191,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.000683,44.611913,1.06958300000E+01,-2.35508300000E+01,10.6975326,-23.5492479,0.6090,0.5855,-0.1483,15.674,0.191,5.7,9.2910E-01,14.892,null,-0.3,3.5120E-01,1,0,0000,BU,10,57731.25633681,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.021711,34.661638,1.06958300000E+01,-2.35508300000E+01,10.6972124,-23.5489972,0.8560,0.8132,0.2971,15.706,0.284,3.8,6.3470E-01,15.028,null,0.8,8.6380E-01,1,0,0000,BU,5,57926.76895312,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.023713,39.766458,1.06958300000E+01,-2.35508300000E+01,10.6973852,-23.5491168,0.6964,0.6849,-0.2053,15.998,0.219,5.0,7.2570E-01,15.019,null,0.8,9.6550E-01,1,0,0000,BU,5,57558.61664928,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.025058,42.196071,1.06958300000E+01,-2.35508300000E+01,10.6974633,-23.5491785,0.3792,0.3627,-0.1098,15.305,0.145,7.5,1.5270E+00,14.775,null,1.9,4.9110E-01,1,0,0000,BU,10,56833.50697911,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.039644,52.092026,1.06958300000E+01,-2.35508300000E+01,10.6977521,-23.5494579,0.5062,0.5112,-0.1838,15.573,0.154,7.0,1.2840E+00,15.088,null,0.6,8.0480E-01,1,0,0000,BU,5,57926.17976120,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.044860,54.206567,1.06958300000E+01,-2.35508300000E+01,10.6978073,-23.5495230,0.4694,0.4644,-0.1044,15.517,0.145,7.5,6.9570E-01,15.414,null,0.0,6.3380E-01,1,0,0000,BU,10,57010.30441888,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.054047,34.845303,1.06958300000E+01,-2.35508300000E+01,10.6972244,-23.5489939,0.8999,0.8907,0.1929,16.138,0.320,3.4,9.9480E-01,15.033,null,0.7,1.0370E+00,1,0,0000,BU,10,57728.17780838,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.060448,46.144230,1.06958300000E+01,-2.35508300000E+01,10.6975912,-23.5492787,0.5331,0.5083,-0.0794,15.633,0.156,7.0,1.0510E+00,15.287,null,-0.5,4.0390E-01,1,0,0000,BU,5,58816.68060218,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.062442,46.462125,1.06958300000E+01,-2.35508300000E+01,10.6976010,-23.5492873,1.1843,0.9892,-0.1625,16.014,0.412,2.6,6.2440E-01,15.211,0.509,2.1,5.7160E-01,1,0,0000,CC,10,56645.22346115,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.064862,45.693826,1.06958300000E+01,-2.35508300000E+01,10.6975788,-23.5492652,0.6072,0.7045,-0.2251,15.768,0.210,5.2,7.1730E-01,14.715,null,0.4,3.6210E-01,1,0,0000,BU,10,57731.38724039,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.065797,40.853003,1.06958300000E+01,-2.35508300000E+01,10.6974287,-23.5491353,1.0974,0.9051,0.4408,16.151,0.337,3.2,9.5680E-01,14.862,null,0.7,4.0860E-01,1,0,0000,BU,5,56832.91485929,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.069422,48.379670,1.06958300000E+01,-2.35508300000E+01,10.6976579,-23.5493412,0.5410,0.4764,-0.1514,15.623,0.154,7.1,8.2150E-01,15.088,null,1.0,6.6310E-01,1,0,0000,BU,5,58452.55510832,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.080064,50.256907,1.06958300000E+01,-2.35508300000E+01,10.6977126,-23.5493950,0.6234,0.4879,-0.2022,15.608,0.178,6.1,1.1700E+00,14.977,null,1.5,6.1770E-01,1,0,0000,BU,10,57369.42346120,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.092380,44.007386,1.06958300000E+01,-2.35508300000E+01,10.6975336,-23.5492132,0.4203,0.4177,-0.0430,15.390,0.166,6.6,1.3210E+00,14.818,0.323,3.4,8.0930E-01,1,0,0000,BB,10,58452.29342880,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.103934,49.703169,1.06958300000E+01,-2.35508300000E+01,10.6977029,-23.5493741,0.6398,0.5633,-0.1830,15.836,0.184,5.9,9.7610E-01,14.544,null,0.8,7.6340E-01,1,0,0000,BU,5,58452.62056006,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.115045,44.594348,1.06958300000E+01,-2.35508300000E+01,10.6975564,-23.5492248,0.6379,0.5494,-0.1652,15.865,0.189,5.8,7.7290E-01,15.461,0.537,2.0,6.5290E-01,1,0,0000,BC,10,58452.35888053,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.138969,49.309738,1.06958300000E+01,-2.35508300000E+01,10.6977000,-23.5493560,0.5874,0.6031,-0.2858,15.712,0.194,5.6,3.9900E-01,14.885,null,1.1,4.4390E-01,1,0,0000,BU,10,58816.61527781,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.154516,49.009343,1.06958300000E+01,-2.35508300000E+01,10.6976951,-23.5493442,0.6209,0.5381,-0.2002,15.721,0.188,5.8,6.4010E-01,15.150,null,0.7,5.7160E-01,1,0,0000,BU,10,58452.48965659,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.160055,42.589051,1.06958300000E+01,-2.35508300000E+01,10.6975033,-23.5491612,0.6079,0.5693,-0.1107,15.579,0.170,6.4,6.9280E-01,15.439,null,0.1,9.6340E-01,1,0,0000,BU,10,58816.61515045,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.173888,43.330718,1.06958300000E+01,-2.35508300000E+01,10.6975296,-23.5491784,0.5226,0.4815,-0.2605,15.578,0.160,6.8,1.2030E+00,14.879,0.347,3.1,9.4900E-01,1,0,0000,BB,10,57926.31079174,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.183476,44.369019,1.06958300000E+01,-2.35508300000E+01,10.6975640,-23.5492050,0.4402,0.4905,-0.1852,15.570,0.147,7.4,1.0380E+00,14.939,null,0.5,5.2330E-01,1,0,0000,BU,10,57728.30871212,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.192210,45.911881,1.06958300000E+01,-2.35508300000E+01,10.6976130,-23.5492467,0.7890,0.7829,-0.3764,16.159,0.275,3.9,1.0230E+00,14.964,null,1.6,5.1700E-01,1,0,0000,BU,10,58452.16201601,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.193124,-45.749614,1.06958300000E+01,-2.35508300000E+01,10.6940517,-23.5492419,3.0312,2.5831,-1.4517,15.535,null,1.0,3.8580E-01,15.100,null,0.3,7.7610E-01,1,0,0000,UU,10,58655.01683784,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
4,8.213378,47.102435,1.06958300000E+01,-2.35508300000E+01,10.6976532,-23.5492770,0.6443,0.6298,-0.2555,15.869,0.194,5.6,1.0190E+00,14.802,null,1.2,7.8590E-01,1,0,0000,BU,5,57369.22672332,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.230019,51.283609,1.06958300000E+01,-2.35508300000E+01,10.6977758,-23.5494001,0.6134,0.5816,-0.1939,15.812,0.187,5.8,5.2010E-01,15.184,null,0.2,1.0860E+00,1,0,0000,BU,10,57368.83337480,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.251433,45.951758,1.06958300000E+01,-2.35508300000E+01,10.6976271,-23.5492364,0.8560,0.7383,-0.2660,15.955,0.239,4.5,6.5690E-01,15.429,null,0.2,9.4410E-01,1,0,0000,BU,5,57010.56724497,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.264319,38.109318,1.06958300000E+01,-2.35508300000E+01,10.6973755,-23.5490237,0.5671,0.5859,-0.2392,15.779,0.187,5.8,6.9620E-01,14.545,null,1.5,6.5340E-01,1,0,0000,BU,0,56644.89403759,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.288172,42.142217,1.06958300000E+01,-2.35508300000E+01,10.6975151,-23.5491229,0.6667,0.6329,-0.1680,15.830,0.217,5.0,7.3600E-01,15.264,null,0.4,9.5300E-01,1,0,0000,BU,10,56645.42121716,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.288415,41.015351,1.06958300000E+01,-2.35508300000E+01,10.6974782,-23.5490928,0.6060,0.5678,-0.1231,15.733,0.179,6.1,8.5320E-01,15.198,null,0.8,7.2830E-01,1,0,0000,BU,10,58290.96859138,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.296210,50.408301,1.06958300000E+01,-2.35508300000E+01,10.6977672,-23.5493613,0.5293,0.4765,-0.1417,15.583,0.151,7.2,1.0950E+00,15.367,null,-0.9,5.0190E-01,1,0,0000,BU,10,58092.16152653,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.306613,47.414486,1.06958300000E+01,-2.35508300000E+01,10.6976832,-23.5492686,0.9799,0.9621,-0.3167,16.365,0.309,3.5,8.3420E-01,15.269,null,-0.1,7.9690E-01,1,0,0000,BU,10,58654.55905870,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.321423,55.990786,1.06958300000E+01,-2.35508300000E+01,10.6979202,-23.5495371,0.5249,0.6260,-0.3181,15.621,0.174,6.2,5.0730E-01,15.505,null,0.1,1.0450E+00,1,0,0000,BU,10,57559.00974124,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.326167,43.232047,1.06958300000E+01,-2.35508300000E+01,10.6975581,-23.5491449,0.6847,0.6287,-0.1658,15.893,0.199,5.5,8.2360E-01,14.908,null,0.6,9.2630E-01,1,0,0000,BU,10,57559.33725410,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.356145,40.318211,1.06958300000E+01,-2.35508300000E+01,10.6974683,-23.5490602,0.7216,0.6917,-0.1397,15.859,0.209,5.2,1.0480E+00,14.786,null,1.4,8.4510E-01,1,0,0000,BU,10,57195.44795193,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.363004,43.682272,1.06958300000E+01,-2.35508300000E+01,10.6975802,-23.5491500,0.4631,0.4479,-0.1310,15.354,0.141,7.7,1.3220E+00,15.366,null,0.2,8.8230E-01,1,0,0000,BU,5,57369.35788197,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.377458,174.137324,1.06958300000E+01,-2.35508300000E+01,10.6960893,-23.5531449,0.7239,0.6394,-0.1992,15.951,0.232,4.7,1.5580E+00,15.062,null,0.3,5.1980E-01,1,0,0000,BU,5,57194.85735903,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
4,8.383601,40.829446,1.06958300000E+01,-2.35508300000E+01,10.6974909,-23.5490679,0.8288,0.7071,-0.2813,16.040,0.236,4.6,9.4090E-01,15.034,null,1.1,9.1320E-01,1,0,0000,BU,5,57010.10717197,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.384640,46.761746,1.06958300000E+01,-2.35508300000E+01,10.6976809,-23.5492345,0.6327,0.7556,-0.3384,15.728,0.224,4.9,1.1220E+00,15.575,null,-0.6,8.9540E-01,1,0,0000,BU,5,56833.63851873,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.404606,48.081597,1.06958300000E+01,-2.35508300000E+01,10.6977250,-23.5492703,0.6814,0.6228,-0.2391,15.900,0.198,5.5,7.1920E-01,14.684,null,1.1,7.3600E-01,1,0,0000,BU,5,57728.43974316,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.404639,28.751549,1.06958300000E+01,-2.35508300000E+01,10.6970550,-23.5487832,1.3866,1.2737,-0.4162,16.647,0.409,2.7,1.8770E+00,15.134,null,-0.5,8.2610E-01,1,0,0000,CU,5,57375.25925865,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.407064,45.446344,1.06958300000E+01,-2.35508300000E+01,10.6976453,-23.5491916,0.5505,0.5674,0.1572,15.560,0.172,6.3,1.4260E+00,14.714,null,1.1,6.1760E-01,1,0,0000,BU,10,58290.37952589,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.421745,52.442358,1.06958300000E+01,-2.35508300000E+01,10.6978530,-23.5494040,0.5930,0.6231,-0.1111,15.600,0.186,5.8,8.3400E-01,15.271,null,-0.7,3.8950E-01,1,0,0000,BU,10,58452.03162194,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.427870,45.950919,1.06958300000E+01,-2.35508300000E+01,10.6976655,-23.5492023,0.4565,0.3843,-0.1184,15.346,0.122,8.9,1.1990E+00,15.086,null,-0.3,8.0560E-01,1,0,0000,BU,5,58092.03062306,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.440349,43.389122,1.06958300000E+01,-2.35508300000E+01,10.6975869,-23.5491262,0.4729,0.4403,-0.1623,15.452,0.140,7.7,3.9400E-01,14.779,null,1.6,5.4600E-01,1,0,0000,BU,10,56645.55289197,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.451552,66.564978,1.06958300000E+01,-2.35508300000E+01,10.6981797,-23.5498963,0.6825,0.5752,-0.3520,15.118,0.249,4.4,1.3450E+00,15.212,null,1.0,5.2070E-01,1,0,0000,BU,10,58817.26941285,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
4,8.453641,39.987095,1.06958300000E+01,-2.35508300000E+01,10.6974761,-23.5490308,0.4696,0.4828,-0.2094,15.715,0.159,6.8,7.6650E-01,15.042,null,1.0,7.1430E-01,1,0,0000,BU,10,58816.15686128,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.466243,33.684249,1.06958300000E+01,-2.35508300000E+01,10.6972528,-23.5488731,0.6003,0.6761,-0.2228,15.689,0.197,5.5,9.9120E-01,15.039,null,-0.7,7.6040E-01,1,0,0000,BU,5,57194.85735903,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.493142,44.337438,1.06958300000E+01,-2.35508300000E+01,10.6976286,-23.5491426,0.4727,0.4166,-0.1156,15.345,0.134,8.1,3.2920E-01,15.154,null,0.3,1.0400E+00,1,0,0000,BU,10,57728.76725700,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.507509,46.061495,1.06958300000E+01,-2.35508300000E+01,10.6976863,-23.5491902,0.6041,0.5117,-0.1911,15.626,0.166,6.5,5.7300E-01,15.336,null,-1.4,9.0150E-01,1,0,0000,BU,5,56645.61885315,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.509672,-126.928544,1.06958300000E+01,-2.35508300000E+01,10.6937687,-23.5522502,1.0713,0.9737,0.0815,16.408,0.342,3.2,1.6370E+00,14.686,null,1.8,9.3370E-01,1,0,0000,BU,10,57559.07519287,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
4,8.514978,48.028923,1.06958300000E+01,-2.35508300000E+01,10.6977483,-23.5492482,0.8141,0.7392,-0.3356,16.135,0.240,4.5,8.2280E-01,15.577,null,-1.0,8.7190E-01,1,0,0000,BU,10,58092.29243000,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.523337,162.219535,1.06958300000E+01,-2.35508300000E+01,10.6966187,-23.5530845,0.9256,0.7283,-0.4288,16.261,0.329,3.3,7.8950E-01,14.802,0.302,3.6,6.9820E-01,1,0,0000,BB,10,58816.81150558,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
4,8.538522,41.808629,1.06958300000E+01,-2.35508300000E+01,10.6975548,-23.5490621,0.8997,0.7389,0.1380,16.037,0.288,3.8,6.4450E-01,15.096,null,0.1,8.3650E-01,1,0,0000,BU,5,57368.70221620,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.543696,40.464357,1.06958300000E+01,-2.35508300000E+01,10.6975101,-23.5490244,0.5878,0.5489,-0.1711,15.689,0.174,6.2,1.1740E+00,15.245,0.409,2.7,7.9240E-01,1,0,0000,BC,10,57926.11430953,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.543904,41.303277,1.06958300000E+01,-2.35508300000E+01,10.6975388,-23.5490471,0.5493,0.5082,-0.2029,15.680,0.167,6.5,9.6080E-01,15.484,null,-1.6,9.3440E-01,1,0,0000,BU,10,57009.58151917,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.547597,43.803804,1.06958300000E+01,-2.35508300000E+01,10.6976228,-23.5491164,0.6180,0.5078,0.0994,15.482,0.183,5.9,5.6110E-01,14.276,null,1.4,4.5590E-01,1,0,0000,BU,5,56645.48705093,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.548450,42.016532,1.06958300000E+01,-2.35508300000E+01,10.6975638,-23.5490658,0.4588,0.5508,-0.2590,15.344,0.177,6.1,6.6890E-01,15.375,0.501,2.2,7.0570E-01,1,0,0000,BC,10,57558.74767992,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.551176,44.452257,1.06958300000E+01,-2.35508300000E+01,10.6976446,-23.5491344,0.7065,0.6384,-0.3249,15.849,0.200,5.4,5.6270E-01,15.089,null,0.5,4.9450E-01,1,0,0000,BU,10,58452.88236700,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.604881,38.227067,1.06958300000E+01,-2.35508300000E+01,10.6974434,-23.5489523,0.6469,0.5220,-0.1800,15.625,0.172,6.3,9.4370E-01,14.861,null,-0.6,4.3040E-01,1,0,0000,BU,10,58289.98694337,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.663082,47.230085,1.06958300000E+01,-2.35508300000E+01,10.6977570,-23.5491959,1.0194,0.8782,-0.2978,16.150,0.291,3.7,8.6240E-01,14.366,null,1.0,6.2620E-01,1,0,0000,BU,5,57731.78033406,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.709013,54.623082,1.06958300000E+01,-2.35508300000E+01,10.6979817,-23.5494294,0.7324,0.7882,0.0741,15.733,0.210,5.2,5.4070E-01,14.942,null,0.4,3.6900E-01,1,0,0000,BU,10,56645.09166620,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.751645,39.531041,1.06958300000E+01,-2.35508300000E+01,10.6975179,-23.5489550,0.5719,0.4754,-0.2125,15.594,0.165,6.6,8.3510E-01,15.427,null,0.2,7.8320E-01,1,0,0000,BU,10,56832.98056544,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.751846,-104.456921,1.06958300000E+01,-2.35508300000E+01,10.6932620,-23.5514369,0.7835,0.7465,-0.3579,15.963,0.264,4.1,8.4800E-01,15.334,0.521,2.1,7.3410E-01,1,0,0000,BC,10,56645.55289197,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
4,8.764858,48.750334,1.06958300000E+01,-2.35508300000E+01,10.6978268,-23.5492247,0.6623,0.7524,-0.3341,15.631,0.202,5.4,6.0700E-01,15.098,null,1.1,1.3020E+00,1,0,0000,BU,5,57926.63804986,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.767685,38.666960,1.06958300000E+01,-2.35508300000E+01,10.6974899,-23.5489284,0.4873,0.4457,-0.1500,15.475,0.144,7.5,6.3780E-01,15.090,null,0.7,1.1120E+00,1,0,0000,BU,10,57369.29230264,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.778119,39.625897,1.06958300000E+01,-2.35508300000E+01,10.6975264,-23.5489519,0.6926,0.6753,-0.2129,15.929,0.225,4.8,5.7020E-01,14.278,null,1.4,6.3940E-01,1,0,0000,BU,10,56645.02583249,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.788177,-77.696708,1.06958300000E+01,-2.35508300000E+01,10.6932282,-23.5503098,1.9337,2.2546,-1.2928,15.869,null,1.3,6.0440E-01,15.452,null,-0.9,6.7750E-01,1,0,0000,UU,10,58816.81150558,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
4,8.795721,155.355391,1.06958300000E+01,-2.35508300000E+01,10.6969414,-23.5530507,0.8105,0.8900,-0.3609,16.768,0.403,2.7,1.1190E+00,14.346,0.420,2.6,5.2430E-01,1,0,0000,CC,10,58655.14774104,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
4,8.838802,38.939723,1.06958300000E+01,-2.35508300000E+01,10.6975133,-23.5489203,1.2823,0.8287,0.2325,15.770,0.281,3.9,5.0850E-01,14.133,null,0.6,6.3760E-01,1,0,0000,BU,10,58290.70678470,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.840945,44.237242,1.06958300000E+01,-2.35508300000E+01,10.6976989,-23.5490705,0.6661,0.5078,0.0652,15.628,0.178,6.1,9.2820E-01,14.850,null,1.7,4.5200E-01,1,0,0000,BU,5,57728.57077412,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.842577,52.558715,1.06958300000E+01,-2.35508300000E+01,10.6979574,-23.5493367,0.5287,0.5005,-0.2002,15.798,0.171,6.4,8.7740E-01,14.830,0.375,2.9,8.9730E-01,1,0,0000,BC,10,58091.70336372,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
4,8.890876,174.692723,1.06958300000E+01,-2.35508300000E+01,10.6960792,-23.5532891,2.2013,2.3797,-0.4515,16.220,null,1.3,1.3670E+00,15.331,null,0.3,6.3070E-01,1,0,0000,UU,10,57010.17300583,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
4,8.923244,-67.646773,1.06958300000E+01,-2.35508300000E+01,10.6933293,-23.5498873,1.1950,1.0916,-0.7383,16.211,0.394,2.8,3.6520E-01,15.175,null,-0.2,2.6150E-01,1,0,0000,CU,10,58452.16201601,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
4,8.955816,30.870260,1.06958300000E+01,-2.35508300000E+01,10.6972224,-23.5486947,0.4732,0.4794,-0.2147,15.473,0.159,6.8,8.7720E-01,14.528,null,1.9,7.9740E-01,1,0,0000,BU,10,57728.37429132,99024301351055966,15.724,0.046,16.141,0.197,12.619,null,8.923,null,508539930,16.520,0.0990,15.991,0.1451,15.832,0.2223
