mjd	w1mag	w2mag	w1flux	w2flux
56702.761740315	9.851+/-0.007	9.253+/-0.010	0.03578+/-0.00024	0.03441+/-0.00032
56893.33619464301	9.880+/-0.006	9.241+/-0.006	0.03483+/-0.00020	0.03479+/-0.00020
57061.830600198104	9.854+/-0.007	9.252+/-0.007	0.03566+/-0.00023	0.03446+/-0.00021
57255.14838326749	9.848+/-0.010	9.264+/-0.007	0.03588+/-0.00033	0.03405+/-0.00023
57421.338504863335	9.863+/-0.014	9.235+/-0.017	0.0354+/-0.0005	0.0350+/-0.0005
57619.89903578999	9.876+/-0.009	9.262+/-0.007	0.03494+/-0.00029	0.03414+/-0.00022
57785.59178150571	9.877+/-0.008	9.277+/-0.009	0.03490+/-0.00027	0.03367+/-0.00029
57986.308902218094	9.874+/-0.012	9.273+/-0.007	0.0350+/-0.0004	0.03380+/-0.00020
58143.49306074591	9.881+/-0.008	9.278+/-0.006	0.03479+/-0.00026	0.03364+/-0.00018
58350.5426313113	9.892+/-0.007	9.280+/-0.005	0.03444+/-0.00022	0.03356+/-0.00014
58509.27625599455	9.882+/-0.013	9.273+/-0.009	0.0348+/-0.0004	0.03379+/-0.00030
58714.932194005225	9.886+/-0.007	9.281+/-0.007	0.03463+/-0.00022	0.03352+/-0.00020
