mjd	w1mag	w2mag	w1flux	w2flux
56687.92643036333	13.97+/-0.04	13.72+/-0.21	0.000808+/-0.000031	0.00056+/-0.00011
56877.7557018125	13.91+/-0.08	13.76+/-0.06	0.00085+/-0.00006	0.000544+/-0.000033
57050.01444823222	13.943+/-0.034	13.92+/-0.06	0.000825+/-0.000026	0.000468+/-0.000027
57241.02331227	13.966+/-0.026	14.06+/-0.10	0.000808+/-0.000020	0.00041+/-0.00004
57411.705343758746	13.926+/-0.025	13.94+/-0.08	0.000838+/-0.000019	0.000461+/-0.000035
57606.69468265	13.732000000000001+/-nan	13.604000000000001+/-nan	0.0010023350060556274+/-nan	0.0006256417188736891+/-nan
57773.57685446	13.777000000000001+/-nan	13.975+/-nan	0.0009616408378002959+/-nan	0.00044455520607524076+/-nan
57970.82068929	13.875+/-nan	13.675+/-nan	0.0008786438997187764+/-nan	0.0005860378960690172+/-nan
58132.75493480249	14.02+/-0.05	13.92+/-0.18	0.00077+/-0.00004	0.00047+/-0.00008
58338.171690175004	13.928+/-0.029	14.12+/-0.05	0.000836+/-0.000022	0.000389+/-0.000020
58496.16448946999	13.85+/-0.07	13.79+/-0.08	0.00090+/-0.00006	0.00052+/-0.00004
58702.62956267	13.966+/-nan	13.78+/-nan	0.0008080028602620817+/-nan	0.0005320172335138851+/-nan
