mjd	w1mag	w2mag	w1flux	w2flux
56749.54526946819	10.640+/-0.023	10.462+/-0.011	0.0173+/-0.0004	0.01130+/-0.00012
56941.23381038112	10.693+/-0.018	10.469+/-0.019	0.01647+/-0.00027	0.01123+/-0.00020
57111.51597515727	10.710+/-0.012	10.537+/-0.010	0.01621+/-0.00017	0.01055+/-0.00010
57306.058890411114	10.715+/-0.018	10.513+/-0.013	0.01613+/-0.00026	0.01079+/-0.00013
57470.545769594006	10.709+/-0.008	10.498+/-0.011	0.01622+/-0.00012	0.01093+/-0.00011
57670.18634142444	10.733+/-0.010	10.489+/-0.009	0.01587+/-0.00015	0.01103+/-0.00010
57831.149257827274	10.724+/-0.013	10.521+/-0.012	0.01600+/-0.00019	0.01070+/-0.00012
58034.46049896875	10.746+/-0.009	10.510+/-0.021	0.01568+/-0.00013	0.01081+/-0.00021
58191.75536703875	10.692+/-0.014	10.504+/-0.017	0.01648+/-0.00021	0.01087+/-0.00017
58401.49633065	10.721+/-0.006	10.507+/-0.016	0.01604+/-0.00009	0.01084+/-0.00016
58555.97419983819	10.712+/-0.009	10.503+/-0.007	0.01619+/-0.00013	0.01088+/-0.00007
58765.652599325455	10.713+/-0.013	10.499+/-0.016	0.01617+/-0.00019	0.01093+/-0.00016
