mjd	w1mag	w2mag	w1flux	w2flux
56823.86172956	10.189+/-0.023	9.959+/-0.023	0.0262+/-0.0006	0.0180+/-0.0004
57004.009914195	10.183+/-0.010	9.957+/-0.014	0.02635+/-0.00024	0.01799+/-0.00023
57188.512744191	10.172+/-0.020	9.971+/-0.013	0.0266+/-0.0005	0.01776+/-0.00021
57363.10229237334	10.175+/-0.011	9.962+/-0.015	0.02653+/-0.00026	0.01791+/-0.00024
57552.71355312875	10.222+/-0.013	9.994+/-0.023	0.02541+/-0.00031	0.0174+/-0.0004
57722.534909802496	10.228+/-0.024	9.960+/-0.008	0.0253+/-0.0006	0.01794+/-0.00013
57916.820412175715	10.216+/-0.025	9.984+/-0.015	0.0256+/-0.0006	0.01755+/-0.00024
58082.962642135	10.198+/-0.029	9.978+/-0.009	0.0260+/-0.0007	0.01765+/-0.00015
58283.96024183	10.210+/-0.021	10.025+/-0.015	0.0257+/-0.0005	0.01690+/-0.00024
58446.462620274004	10.23+/-0.06	9.984+/-0.026	0.0251+/-0.0013	0.0175+/-0.0004
58648.12557543625	10.203+/-0.015	10.020+/-0.008	0.0259+/-0.0004	0.01699+/-0.00013
58810.72347477666	10.229+/-0.013	9.990+/-0.018	0.02524+/-0.00031	0.01745+/-0.00029
