mjd	w1mag	w2mag	w1flux	w2flux
56687.567186635	9.786+/-0.018	9.512+/-0.013	0.0380+/-0.0006	0.02711+/-0.00034
56877.361177536	9.767+/-0.035	9.540+/-0.020	0.0386+/-0.0012	0.0264+/-0.0005
57047.95960574	9.609+/-nan	9.468+/-nan	0.04469026173158015+/-nan	0.028230963500375874+/-nan
57239.050069143996	9.771+/-0.019	9.527+/-0.011	0.0385+/-0.0007	0.02673+/-0.00026
57411.226567316	9.807+/-0.017	9.492+/-0.026	0.0373+/-0.0006	0.0276+/-0.0007
57606.206800304004	9.837+/-0.013	9.559+/-0.015	0.0362+/-0.0004	0.0260+/-0.0004
57772.77105348625	9.831+/-0.017	9.570+/-0.021	0.0364+/-0.0006	0.0257+/-0.0005
57970.391041910785	9.809+/-0.020	9.567+/-0.017	0.0372+/-0.0007	0.0258+/-0.0004
58132.598712210005	9.846+/-0.021	9.551+/-0.017	0.0359+/-0.0007	0.0262+/-0.0004
58337.60106647546	9.794+/-0.018	9.598+/-0.017	0.0377+/-0.0006	0.0250+/-0.0004
58494.274558791	9.841+/-0.017	9.507+/-0.011	0.0361+/-0.0006	0.02722+/-0.00027
58701.591654305004	9.837+/-0.018	9.560+/-0.025	0.0362+/-0.0006	0.0259+/-0.0006
