mjd	w1mag	w1sig	w2mag	w2sig
57090.6578425	13.389000000000001	0.036000000000000004	14.036	0.23399999999999999
57285.57441358	13.366	0.046	13.309000000000001	0.098
58745.14855152	13.626	0.062	13.546	0.12300000000000001
58170.91507742	13.485999999999999	0.048	13.375	0.10099999999999999
58744.88687242	13.389000000000001	0.037000000000000005	13.357000000000001	0.091
57814.18166616	13.450999999999999	0.044000000000000004	13.494000000000002	0.10300000000000001
58744.69064491	13.383	0.038	13.402999999999999	0.12300000000000001
58171.37324287	13.367	0.037000000000000005	13.456	0.099
58016.25559411	13.514000000000001	0.047	13.677999999999999	0.174
58015.73185325	13.402000000000001	0.036000000000000004	13.395	0.087
56922.76315755	13.459000000000001	0.036000000000000004	13.341	0.094
58537.624352	13.458	0.039	13.369000000000002	0.086
57450.4627642	13.435	0.036000000000000004	13.459000000000001	0.09
58380.67233685	13.433	0.04	13.469000000000001	0.099
57450.33173321	13.499	0.038	13.389000000000001	0.11
56732.18652902	13.372	0.034	13.689	0.162
58171.24233846	13.369000000000002	0.04	13.478	0.115
57450.06954378	13.333	0.04	13.49	0.109
58380.3450786	13.409	0.036000000000000004	13.6	0.113
58380.14885108	13.38	0.038	13.325	0.094
57649.2112231	13.415	0.042	13.514000000000001	0.102
57814.11621421	13.378	0.042	13.467	0.10099999999999999
57285.7056992	13.259	0.034	13.585	0.114
57813.854279	13.395999999999999	0.039	13.584000000000001	0.114
58016.32104573	13.440999999999999	0.036000000000000004	13.982999999999999	0.185
57649.27667501	13.494000000000002	0.051	13.507	0.10800000000000001
57814.44372859	13.445	0.039	13.472000000000001	0.107
58380.47598191	13.318	0.035	13.44	0.094
56922.89469766	13.402000000000001	0.035	13.385	0.09
57285.04965316	13.539000000000001	0.042	13.413	0.084
57649.6043165	13.370999999999999	0.038	14.0	0.191
57814.05076223	13.43	0.038	13.626	0.11599999999999999
57285.24651787	13.402999999999999	0.036000000000000004	13.509	0.13699999999999998
56731.92319436	13.432	0.038	13.677	0.141
58171.11143405	13.412	0.037000000000000005	13.503	0.107
58171.6350517	13.425	0.037000000000000005	13.459000000000001	0.18899999999999997
57654.51741251	13.546	0.044000000000000004	13.507	0.161
56923.09207157	13.305	0.040999999999999995	13.24	0.086
56923.28931797	13.360999999999999	0.042	13.415999999999999	0.09699999999999999
58744.75609655	13.44	0.037000000000000005	13.605	0.11800000000000001
58016.58297975	13.453	0.038	13.579	0.099
