mjd	w1mag	w1sig	w2mag	w2sig
57369.09556471	15.758	0.235	14.97	0.377
57195.18538155	15.319	0.188	14.913	0.297
57559.07519287	16.044	0.261	14.899000000000001	0.36200000000000004
57559.1406445	16.454	0.426	15.183	0.48700000000000004
57559.59931535	16.151	0.39399999999999996	14.732999999999999	0.325
57728.63622601	15.407	0.158	15.255999999999998	0.517
57558.87871056	15.847999999999999	0.262	15.493	0.528
58816.54982609	16.174	0.29600000000000004	15.068	0.501
58816.87682999	15.7	0.17300000000000001	15.342	0.501
58091.96517071	15.530999999999999	0.14300000000000002	14.687000000000001	0.297
58452.88223964	15.589	0.17	15.323	0.39899999999999997
57194.98864421	15.636	0.151	15.198	0.516
58654.29738598	16.124000000000002	0.301	15.062000000000001	0.485
57195.57910976	16.14	0.228	14.948	0.39299999999999996
57728.04677738	15.8	0.225	14.838	0.435
56644.82807647	15.491	0.214	15.047	0.37
57194.59491596	15.55	0.14800000000000002	15.1	0.38299999999999995
58654.42816192	15.152000000000001	0.165	15.151	0.428
57558.87858318	15.682	0.201	15.459000000000001	0.494
58290.57588087	16.359	0.332	14.302	0.303
57558.7475526	15.698	0.17	14.96	0.32299999999999995
57926.44169501	15.242	0.145	15.244000000000002	0.376
56645.22346115	16.014	0.41200000000000003	15.210999999999999	0.509
58452.2934288	15.39	0.166	14.818	0.32299999999999995
58452.35888053	15.865	0.18899999999999997	15.460999999999999	0.537
57926.11430953	15.689	0.174	15.245	0.409
57558.74767992	15.344000000000001	0.177	15.375	0.501
