mjd	w1mag	w2mag	w1flux	w2flux
56732.907779587855	9.573+/-0.011	9.235+/-0.014	0.0462+/-0.0005	0.0350+/-0.0005
56924.39638511357	9.576+/-0.019	9.231+/-0.013	0.0461+/-0.0008	0.0351+/-0.0004
57091.96779784384	9.554+/-0.016	9.237+/-0.010	0.0470+/-0.0007	0.03491+/-0.00033
57286.25500203267	9.595+/-0.012	9.253+/-0.013	0.0453+/-0.0005	0.0344+/-0.0004
57451.068371400004	9.618+/-0.013	9.213+/-0.010	0.0443+/-0.0005	0.03570+/-0.00034
57650.678861663575	9.610+/-0.017	9.286+/-0.013	0.0446+/-0.0007	0.0334+/-0.0004
57815.45100287929	9.618+/-0.022	9.269+/-0.013	0.0443+/-0.0009	0.0339+/-0.0004
58017.44747701538	9.623+/-0.013	9.280+/-0.010	0.0441+/-0.0005	0.03358+/-0.00031
58173.46081592958	9.602+/-0.010	9.266+/-0.009	0.0450+/-0.0004	0.03402+/-0.00028
58381.65687725715	9.593+/-0.017	9.264+/-0.012	0.0453+/-0.0007	0.0341+/-0.0004
58539.20933111132	9.606+/-0.018	9.253+/-0.013	0.0448+/-0.0007	0.0344+/-0.0004
58747.51105099091	9.612+/-0.009	9.264+/-0.013	0.04458+/-0.00035	0.0341+/-0.0004
