mjd	w1mag	w1sig	w2mag	w2sig
56735.74791409	9.937000000000001	0.018000000000000002	9.877	0.016
57817.98564716	10.03	0.018000000000000002	9.787	0.019
57454.66327703	10.217	0.015	9.767999999999999	0.015
58019.91617752	10.027000000000001	0.015	9.742	0.013999999999999999
57289.37329212	10.017999999999999	0.013999999999999999	9.827	0.015
57289.70118769	9.978	0.018000000000000002	9.705	0.016
58752.01205238	10.042	0.015	9.697000000000001	0.015
58020.5708217	10.132	0.018000000000000002	9.831	0.018000000000000002
56735.15528323	9.966000000000001	0.016	9.775	0.016
58384.65839144	9.985	0.019	9.782	0.017
58751.81582493	9.994	0.015	9.76	0.013999999999999999
58752.14244622	10.062999999999999	0.017	9.652999999999999	0.018000000000000002
58384.9855224	10.029	0.019	9.871	0.019
56927.69024009	10.017000000000001	0.015	9.875	0.016
57454.79430813	10.017000000000001	0.013999999999999999	9.758	0.013999999999999999
58752.07750395	9.968	0.015	9.843	0.015
58020.89820748	10.116	0.017	9.772	0.015
56735.55028579	10.0	0.016	9.829	0.015
58020.83275582	9.991	0.018000000000000002	9.783999999999999	0.017
57819.88477205	10.023	0.018000000000000002	9.775	0.018000000000000002
57652.93969029	10.059	0.017	9.783999999999999	0.017
57094.73495027	9.978	0.016	9.794	0.016
57656.47715027	10.061	0.017	9.722000000000001	0.017
57094.66924384	9.975	0.016	9.806000000000001	0.015
58751.09623887	10.02	0.015	9.708	0.015
57289.57002942	10.003	0.015	9.83	0.015
58384.59293977	10.039	0.016	9.725	0.018000000000000002
56927.42715995	9.958	0.013999999999999999	9.631	0.016
57656.67363331	10.106	0.017	9.805	0.017
56927.29561988	9.982999999999999	0.013999999999999999	9.737	0.013999999999999999
57290.16036902	10.139	0.015	9.867	0.013999999999999999
58384.39658433	9.99	0.015	9.716000000000001	0.016
57820.47409485	10.05	0.015	9.712	0.015
58178.05420622	10.044	0.02	9.701	0.016
57820.21215972	10.078	0.018000000000000002	9.857999999999999	0.016
58751.6850491	10.052	0.016	9.793	0.015
58384.33113267	10.035	0.015	9.821	0.015
57289.89805249	9.943999999999999	0.017	9.764	0.016
56735.68195307	9.919	0.016	9.841000000000001	0.015
57656.6081814	10.044	0.02	9.644	0.018000000000000002
