mjd	w1mag	w1sig	w2mag	w2sig
57422.02034262	9.951	0.017	9.318	0.013000000000000001
58142.12124384	9.89	0.015	9.312000000000001	0.015
56702.29244431	9.878	0.015	9.282	0.013999999999999999
58509.10378237	9.869	0.016	9.26	0.015
58142.44901341	9.9	0.013999999999999999	9.321	0.015
57785.37184947	9.902000000000001	0.018000000000000002	9.301	0.013999999999999999
56702.88520249	9.853	0.013999999999999999	9.189	0.013999999999999999
56893.42168285	9.892999999999999	0.019	9.246	0.016
56701.96314785	9.839	0.013999999999999999	9.277000000000001	0.013000000000000001
57254.80403975	9.847999999999999	0.015	9.222000000000001	0.016
58145.32851649	9.905	0.016	9.247	0.013000000000000001
57619.00481829	9.878	0.015	9.291	0.013999999999999999
57061.37085512	9.817	0.017	9.257	0.013000000000000001
58508.58029557	9.875	0.019	9.258	0.015
56893.35597637	9.847000000000001	0.016	9.263	0.013000000000000001
58510.0851769	9.886000000000001	0.013999999999999999	9.245	0.013999999999999999
56702.62174022	9.805	0.015	9.219	0.013999999999999999
58350.17276949	9.841000000000001	0.018000000000000002	9.275	0.015
57061.83054558	9.799	0.018000000000000002	9.177999999999999	0.013999999999999999
57255.26322084	9.859	0.016	9.265	0.013999999999999999
57061.37072774	9.812000000000001	0.018000000000000002	9.229	0.015
57619.33233117	9.917	0.016	9.27	0.015
58714.92083778	9.871	0.015	9.273	0.015
58714.78993456	9.925	0.015	9.331	0.016
58509.30001038	9.798	0.019	9.312999999999999	0.015
57785.43742885	9.905	0.015	9.277999999999999	0.015
57784.8479784	9.835	0.016	9.277000000000001	0.013999999999999999
57619.26687953	9.835	0.017	9.264	0.017
57985.87239411	9.855	0.015	9.317	0.013999999999999999
58351.02337744	9.946	0.016	9.297	0.013000000000000001
57986.33068326	9.869	0.016	9.304	0.013999999999999999
58145.85213206	9.929	0.015	9.266	0.015
58349.78056909	9.897	0.013999999999999999	9.256	0.013000000000000001
58141.85994546	9.857000000000001	0.018000000000000002	9.289	0.017
56893.02706222	9.913	0.015	9.232000000000001	0.013999999999999999
58350.04186626	9.899	0.015	9.27	0.013999999999999999
57421.16806669	9.895	0.015	9.267000000000001	0.013000000000000001
57784.78252633	9.835	0.017	9.253	0.015
58715.31329255	9.926	0.015	9.28	0.015
57061.96195856	9.846	0.016	9.302	0.013999999999999999
58714.33202816	9.887	0.015	9.266	0.015
56702.35827806	9.789	0.018000000000000002	9.241	0.013000000000000001
57986.59261707	9.934	0.015	9.299	0.015
57784.97900987	9.88	0.018000000000000002	9.237	0.017
56892.76385442	9.891	0.016	9.238999999999999	0.015
57986.00342468	9.912	0.017	9.211	0.016
57255.1319353	9.875	0.013999999999999999	9.317	0.013999999999999999
56894.01367806	9.872	0.017	9.267999999999999	0.013000000000000001
57619.07026998	9.91	0.013999999999999999	9.274	0.013999999999999999
58350.49990027	9.922	0.015	9.295	0.013999999999999999
58718.84617578	9.873	0.018000000000000002	9.282	0.015
57254.54159598	9.878	0.013999999999999999	9.216000000000001	0.013999999999999999
57061.10802937	9.856	0.015	9.283999999999999	0.013000000000000001
57254.67275416	9.873	0.013999999999999999	9.22	0.013999999999999999
58509.16923417	9.873	0.016	9.272	0.016
58714.85538615	9.906	0.015	9.328	0.016
57255.91913919	9.84	0.015	9.267000000000001	0.013000000000000001
58142.57940788	9.871	0.017	9.292	0.016
56702.81936873	9.878	0.013999999999999999	9.322000000000001	0.013999999999999999
56892.76398178	9.902000000000001	0.017	9.242	0.015
57062.2247844	9.874	0.018000000000000002	9.248	0.013999999999999999
57255.00077707	9.895	0.013999999999999999	9.273	0.013000000000000001
57421.36467711	9.807	0.017	9.264	0.013999999999999999
58508.97287884	9.902000000000001	0.016	9.288	0.013999999999999999
58509.49636566	9.925	0.013999999999999999	9.298	0.015
57421.23364596	9.898	0.017	9.237	0.013999999999999999
58145.06670884	9.837	0.018000000000000002	9.269	0.016
57619.13584898	9.897	0.015	9.219	0.015
57619.85645381	9.892999999999999	0.015	9.279	0.013999999999999999
58142.0563013	9.847999999999999	0.017	9.286	0.015
57061.89625209	9.807	0.015	9.264	0.013999999999999999
57986.98545404	9.851	0.016	9.276	0.016
57985.93797304	9.736	0.02	9.277000000000001	0.015
56892.895522	9.863	0.017	9.189	0.015
57986.06887634	9.933	0.016	9.293	0.013999999999999999
58350.6307945	9.917	0.015	9.308	0.013999999999999999
57255.52553723	9.873	0.016	9.277000000000001	0.013999999999999999
57986.46171383	9.869	0.016	9.245	0.013999999999999999
56702.75353501	9.89	0.013999999999999999	9.277999999999999	0.013999999999999999
56893.22443615	9.869	0.018000000000000002	9.23	0.015
57061.63355358	9.822000000000001	0.017	9.296	0.015
58349.64966578	9.913	0.013999999999999999	9.291	0.015
58351.41595968	9.899	0.019	9.258	0.013999999999999999
58350.8924736	9.917	0.016	9.267999999999999	0.015
57618.87378764	9.895	0.013999999999999999	9.299	0.015
58145.4594204	9.965	0.017	9.271	0.015
58142.18669575	9.879	0.016	9.218	0.013999999999999999
58714.07034857	9.902999999999999	0.015	9.314	0.015
56893.88213778	9.844	0.017	9.272	0.013000000000000001
57255.06635619	9.811	0.016	9.269	0.013999999999999999
57785.76481642	9.871	0.015	9.333	0.013999999999999999
57254.93519801	9.852	0.016	9.375	0.017
58350.76157042	9.901	0.018000000000000002	9.308	0.013999999999999999
