mjd	w1mag	w1sig	w2mag	w2sig
58538.80363164	9.53	0.021	9.267999999999999	0.016
58539.13089089	9.485	0.018000000000000002	9.347000000000001	0.017
57091.90715559	9.561	0.017	9.281	0.015
58539.32711897	9.638	0.015	9.264	0.013999999999999999
57450.85764469	9.517999999999999	0.021	9.216000000000001	0.013999999999999999
58539.26166713	9.722000000000001	0.015	9.274	0.016
57650.32326941	9.564	0.016	9.338	0.017
58171.70203194	9.559	0.019	9.232000000000001	0.016
58175.03958527	9.599	0.016	9.149	0.018000000000000002
56733.37344493	9.567	0.013000000000000001	9.209	0.013999999999999999
58016.90858281	9.646	0.013999999999999999	9.296	0.013999999999999999
57650.19223823	9.599	0.015	9.285	0.016
58175.56320274	9.672	0.015	9.329	0.015
57091.77587012	9.603	0.017	9.225	0.013999999999999999
57451.64421338	9.647	0.015	9.244	0.013000000000000001
57450.53000329	9.578	0.017	9.187000000000001	0.013999999999999999
57091.84144918	9.517000000000001	0.015	9.252	0.013000000000000001
56732.38568544	9.577	0.013000000000000001	9.315	0.013000000000000001
58748.94155726	9.629	0.016	9.16	0.015
57815.23118948	9.601	0.017	9.339	0.015
57451.25099265	9.634	0.015	9.291	0.015
58539.3925708	9.575	0.015	9.151	0.015
56733.50511226	9.568999999999999	0.013999999999999999	9.225	0.013999999999999999
57814.90367506	9.632	0.016	9.299	0.013999999999999999
58538.80375896	9.589	0.02	9.24	0.017
57091.44746539	9.607999999999999	0.017	9.226	0.013999999999999999
58745.47402688	9.613999999999999	0.015	9.225	0.015
58172.29110182	9.626	0.017	9.261000000000001	0.013999999999999999
56732.91248201	9.578	0.013000000000000001	9.226	0.013999999999999999
58748.74532976	9.559	0.02	9.283	0.016
58749.00688147	9.568	0.017	9.15	0.015
57815.16573755	9.407	0.018000000000000002	9.189	0.015
56924.66889738	9.521	0.015	9.193999999999999	0.013000000000000001
56924.33998345	9.581	0.015	9.182	0.013999999999999999
58172.0947452	9.64	0.017	9.235	0.015
58381.52129847	9.676	0.013999999999999999	9.26	0.013999999999999999
58539.45789531	9.634	0.017	9.263	0.013999999999999999
58381.78310566	9.559	0.015	9.212	0.013999999999999999
58171.83293637	9.506	0.019	9.231	0.016
57450.66103435	9.654	0.016	9.16	0.015
58172.42200624	9.636000000000001	0.017	9.273	0.013000000000000001
