mjd	w1mag	w2mag	w1flux	w2flux
56651.49156203	16.214000000000002+/-nan	14.565999999999999+/-nan	0.0001019090840352323+/-nan	0.00025794416051972953+/-nan
	nan+/-nan	nan+/-nan	nan+/-nan	nan+/-nan
	nan+/-nan	nan+/-nan	nan+/-nan	nan+/-nan
57201.27888523	16.802+/-nan	14.350999999999999+/-nan	(5.92942934173552+/-nan)e-05	0.0003144312487769567+/-nan
	nan+/-nan	nan+/-nan	nan+/-nan	nan+/-nan
	nan+/-nan	nan+/-nan	nan+/-nan	nan+/-nan
	nan+/-nan	nan+/-nan	nan+/-nan	nan+/-nan
57932.32559425	16.01+/-nan	14.753+/-nan	0.00012297388631021634+/-nan	0.00021713293386759288+/-nan
