mjd	w1mag	w2mag	w1flux	w2flux
56672.33729751875	9.822+/-0.008	9.216+/-0.006	0.03672+/-0.00028	0.03562+/-0.00021
56861.211218491255	9.862+/-0.008	9.239+/-0.009	0.03540+/-0.00028	0.03486+/-0.00030
57035.41443778875	9.837+/-0.006	9.227+/-0.007	0.03621+/-0.00019	0.03524+/-0.00022
57223.07365823546	9.814+/-0.007	9.236+/-0.010	0.03700+/-0.00024	0.03495+/-0.00031
57395.637877718	9.842+/-0.011	9.238+/-0.011	0.03606+/-0.00035	0.03489+/-0.00034
57587.23567930155	9.845+/-0.015	9.233+/-0.012	0.0360+/-0.0005	0.0351+/-0.0004
57754.87752174375	9.844+/-0.016	9.235+/-0.008	0.0360+/-0.0005	0.03499+/-0.00027
57954.449935462726	9.848+/-0.009	9.243+/-0.008	0.03587+/-0.00029	0.03472+/-0.00026
58118.417378725455	9.850+/-0.006	9.240+/-0.005	0.03580+/-0.00019	0.03482+/-0.00015
58318.41175661399	9.853+/-0.007	9.260+/-0.014	0.03569+/-0.00024	0.0342+/-0.0005
58479.095440087	9.852+/-0.007	9.237+/-0.007	0.03574+/-0.00024	0.03492+/-0.00022
58682.736424071554	9.876+/-0.009	9.263+/-0.008	0.03495+/-0.00028	0.03411+/-0.00026
