mjd	w1mag	w1sig	w2mag	w2sig
58007.20148376	16.125	0.242	15.437999999999999	0.528
57107.94741847	15.942	0.242	15.189	0.42
57284.57086153	16.073	0.222	15.293	0.46799999999999997
58570.74868836	16.094	0.38799999999999996	15.119000000000002	0.41200000000000003
57284.17725937	16.319000000000003	0.319	15.435	0.484
57107.1594463	15.81	0.20800000000000002	15.015999999999998	0.308
56745.96728447	15.839	0.198	15.167	0.429
58367.95841355	16.022000000000002	0.237	14.957	0.294
57838.69279926	15.443	0.18100000000000002	15.304	0.435
56739.84436836	15.328	0.349	15.539000000000001	0.535
58202.80805353	16.143	0.256	15.319	0.44299999999999995
58203.65829215	16.057000000000002	0.302	14.667	0.308
58367.36934895	15.556	0.172	15.546	0.542
57838.56176787	16.114	0.267	14.741	0.312
58366.58418428	16.034000000000002	0.23600000000000002	15.469000000000001	0.44799999999999995
58570.87959179	15.571	0.141	15.424000000000001	0.53
58734.98954358	16.129	0.24100000000000002	15.67	0.5329999999999999
58007.33238699	16.395	0.355	15.342	0.39899999999999997
56745.76978339	15.934000000000001	0.19699999999999998	15.455	0.537
58567.73892672	15.843	0.191	15.353	0.45299999999999996
57472.17624389	15.512	0.168	14.845	0.32899999999999996
57287.71942468	15.808	0.245	15.302	0.493
57478.59880954	15.79	0.18	14.626	0.292
57472.11066465	15.745999999999999	0.17	14.974	0.36
58731.98093407	15.759	0.171	14.545	0.287
56925.176849	16.361	0.345	14.876	0.307
56746.16478545	15.657	0.16	15.388	0.478
58566.75753216	16.659000000000002	0.44299999999999995	14.945	0.309
58007.00512885	16.145	0.251	15.614	0.531
57283.84936367	15.993	0.209	14.665	0.257
57838.43086384	16.031	0.318	14.911	0.342
56926.03191835	16.158	0.35100000000000003	15.505999999999998	0.502
58730.86889339	15.783	0.171	14.905999999999999	0.435
58730.73811748	15.589	0.146	15.327	0.494
58203.92009987	15.437999999999999	0.129	15.5	0.526
58367.23857308	15.842	0.19399999999999998	14.75	0.276
