mjd	w1mag	w1sig	w2mag	w2sig
58563.79730535	15.11	0.098	14.780999999999999	0.376
57836.71192008	15.276	0.159	14.630999999999998	0.228
58042.76608389	15.41	0.136	15.077	0.354
57675.73875127	15.468	0.139	14.732000000000001	0.247
57116.99173233	15.45	0.168	15.452	0.519
57836.97398292	15.544	0.157	14.921	0.324
58196.96704756	15.448	0.225	14.737	0.309
58407.10564037	15.168	0.1	15.227	0.406
58407.4327714	15.21	0.111	13.995999999999999	0.19899999999999998
57475.69893039	15.43	0.172	15.607999999999999	0.514
