mjd	w1mag	w2mag	w1flux	w2flux
56651.78927896	15.902999999999999+/-nan	15.152999999999999+/-nan	0.00013571032737336769+/-nan	0.0001502192884560943+/-nan
56826.951089359995	15.83+/-0.13	14.94+/-0.09	0.000145+/-0.000017	0.000183+/-0.000016
57015.899788555005	15.80+/-0.23	15.1+/-0.4	0.000150+/-0.000032	0.00016+/-0.00006
57185.45444416001	15.97+/-0.33	15.378+/-0.026	0.00013+/-0.00004	0.0001221+/-0.0000029
57377.66200854	15.52+/-0.17	15.04+/-0.33	0.000194+/-0.000030	0.00017+/-0.00005
57544.586564325	15.9+/-0.4	15.2+/-0.4	0.00013+/-0.00005	0.00015+/-0.00005
57743.625533966	16.06+/-0.18	14.79+/-0.07	0.000117+/-0.000020	0.000210+/-0.000013
57905.90732097	15.78+/-0.06	15.01+/-0.15	0.000153+/-0.000008	0.000171+/-0.000024
58109.157909135	15.92+/-0.17	15.0+/-0.4	0.000133+/-0.000021	0.00017+/-0.00007
	nan+/-nan	nan+/-nan	nan+/-nan	nan+/-nan
58473.3885998975	15.77+/-0.13	15.05+/-0.14	0.000154+/-0.000018	0.000165+/-0.000022
58632.244061875	15.82+/-0.20	15.01+/-0.09	0.000146+/-0.000027	0.000172+/-0.000014
